Time (sec), PosCmd (X) (mm), PosCmd (Z) (mm), PosCmd (msShut_ext) (deg), PosFbk (X) (mm), PosFbk (Z) (mm), PosFbk (msShut_ext) (deg), PosErr (X) (mm), PosErr (Z) (mm), PosErr (msShut_ext) (deg), VelCmd (X) (mm/msec), VelCmd (Z) (mm/msec), VelCmd (msShut_ext) (deg/msec), VelFbk (X) (mm/msec), VelFbk (Z) (mm/msec), VelFbk (msShut_ext) (deg/msec), VelErr (X) (mm/msec), VelErr (Z) (mm/msec), VelErr (msShut_ext) (deg/msec), CurCmd (X), CurCmd (Z), CurCmd (msShut_ext), CurFbk (X), CurFbk (Z), CurFbk (msShut_ext), CurErr (X), CurErr (Z), CurErr (msShut_ext), Ain 1 (X), Program Counter (T01)
0.037, -0.061, 4.19522214895092, 49.0050000000015, -0.061, 4.201, 49.0050000000015, 0, -0.00577785104908344, 0, 0, 0.456319025748508, 0, 0, 0.462, 0, 0, -0.00568097425149241, 0, 0.0896212533116341, -0.792078614234924, -0.0164597183465958, 0.0850082114338875, -0.848285675048828, -0.0120985228568316, 0.00461304187774658, 0.0562070608139038, -0.00436119548976421, 0.00369157455861568, 3255
0.038, -0.061, 4.64672948338933, 49.0050000000015, -0.06, 4.652, 49.0050000000015, -0.001, -0.00527051661066707, 0, 0, 0.451507334438416, 0, 0.001, 0.451, 0, -0.001, 0.00050733443841635, 0, 0.197940483689308, -0.34048330783844, -0.0164742190390825, 0.0930027812719345, -0.479852974414825, -0.0113831786438823, 0.104937702417374, 0.139369666576385, -0.00509104039520025, 0.00425609294325113, 3255
0.039, -0.061, 5.09272480709377, 49.0050000000015, -0.06, 5.093, 49.0050000000015, -0.001, -0.000275192906228767, 0, 0, 0.445995323704438, 0, 0, 0.441, 0, 0, 0.00499532370443828, 0, 0.111242368817329, 0.0360364839434624, -0.0164744276553392, 0.154221132397652, -0.116031922399998, -0.0233387611806393, -0.0429787635803223, 0.15206840634346, 0.00686433352530003, 0.00410325452685356, 3255
0.04, -0.061, 5.53250780064034, 49.0050000000015, -0.06, 5.532, 49.0050000000015, -0.001, 0.000507800640343703, 0, 0, 0.439782993546572, 0, 0, 0.439, 0, 0, 0.000782993546572456, 0, 0.0956187024712563, -0.259417176246643, -0.0164744146168232, 0.111483439803123, -0.0772900506854057, -0.0233387611806393, -0.0158647373318672, -0.182127125561237, 0.00686434656381607, 0.00396985141560435, 3255
0.041, -0.061, 5.96537814460515, 49.0050000000015, -0.06, 5.963, 49.0500000000015, -0.001, 0.00237814460515438, -0.0450000000000013, 0, 0.432870343964811, 0, 0, 0.431, 0.0450000000000013, 0, 0.00187034396481066, -0.0450000000000013, 0.0997996926307678, -0.152089223265648, -0.0892202854156494, 0.103293992578983, -0.186944365501404, -0.0578156635165215, -0.00349429994821548, 0.0348551422357559, -0.031404621899128, 0.00393329374492168, 3255
0.042, -0.061, 6.39063551956432, 49.0050000000015, -0.06, 6.386, 49.0050000000015, -0.001, 0.00463551956432275, 0, 0, 0.425257374959168, 0, 0, 0.423, -0.0450000000000013, 0, 0.00225737495916837, 0.0450000000000013, 0.0995859876275063, -0.0540391765534878, 0.0788642764091492, 0.0985650718212128, -0.0995582491159439, -0.0113831786438823, 0.00102091580629349, 0.0455190725624561, 0.0902474550530314, 0.00408429373055696, 3255
0.043, -0.061, 6.80757960609394, 49.0050000000015, -0.061, 6.803, 49.0050000000015, 0, 0.00457960609394377, 0, 0, 0.416944086529621, 0, -0.001, 0.417, 0, 0.001, -5.59134703789605E-05, 0, -0.00851946696639061, -0.323057621717453, -0.0202273949980736, 0.0954937338829041, -0.214422196149826, -0.000142940873047337, -0.104013200849295, -0.108635425567627, -0.0200844541250262, 0.00380718871019781, 3255
0.044, -0.061, 7.21551008477014, 49.0050000000015, -0.062, 7.211, 49.0050000000015, 0.001, 0.00451008477013693, 0, 0, 0.407930478676193, 0, -0.001, 0.408, 0, 0.001, -6.95213238068391E-05, 0, 0.0424392856657505, -0.420372933149338, -0.0171199589967728, 0.062941201031208, -0.409781098365784, -0.0113831786438823, -0.0205019153654575, -0.0105918347835541, -0.00573678035289049, 0.00382091570645571, 3255
0.045, -0.061, 7.61372663616902, 49.0050000000015, -0.062, 7.606, 49.0050000000015, 0.001, 0.00772663616901536, 0, 0, 0.398216551398878, 0, 0, 0.395, 0, 0, 0.00321655139887845, 0, 0.0414372310042381, -0.143365636467934, -0.0169511679559946, 0.0502194426953793, -0.282507479190826, -0.0113831786438823, -0.00878221169114113, 0.139141842722893, -0.00556798931211233, 0.00408931029960513, 3255
0.046, -0.061, 8.00152894086668, 49.0050000000015, -0.061, 7.994, 49.0050000000015, 0, 0.00752894086667584, 0, 0, 0.387802304697661, 0, 0.001, 0.388, 0, -0.001, -0.000197695302339504, 0, 0.122913852334023, -0.317340761423111, -0.0169520657509565, 0.0534845069050789, -0.22233934700489, -0.0120985228568316, 0.0694293454289436, -0.0950014144182205, -0.00485354289412498, 0.00395121145993471, 3255
0.047, -0.061, 8.37821667943924, 49.0050000000015, -0.061, 8.375, 49.0050000000015, 0, 0.00321667943924149, 0, 0, 0.376687738572566, 0, 0, 0.381, 0, 0, -0.00431226142743434, 0, 0.13338378071785, -0.719218730926514, -0.0169522799551487, 0.0981190428137779, -0.611993372440338, -0.0113831786438823, 0.0352647379040718, -0.107225358486176, -0.00556910131126642, 0.00440238695591688, 3255
0.048, -0.061, 8.74308953246281, 49.0050000000015, -0.06, 8.745, 49.0050000000015, -0.001, -0.00191046753718547, 0, 0, 0.364872853023573, 0, 0.001, 0.37, 0, -0.001, -0.00512714697642694, 0, 0.181088536977768, -0.982141971588135, -0.016952283680439, 0.151149779558182, -0.997244417667389, -0.0233387611806393, 0.0299387574195862, 0.0151024460792542, 0.00638647750020027, 0.00488020107150078, 3508
0.049, -0.061, 9.09544718051351, 49.0050000000015, -0.06, 9.097, 49.0050000000015, -0.001, -0.00155281948648735, 0, 0, 0.352357648050698, 0, 0, 0.352, 0, 0, 0.000357648050698102, 0, 0.0927482545375824, -0.713702797889709, -0.016952283680439, 0.129075199365616, -0.740049719810486, -0.0113831786438823, -0.0363269448280334, 0.0263469219207764, -0.00556910503655672, 0.00429848302155733, 3512
0.05, -0.061, 9.43458930416744, 49.0050000000015, -0.061, 9.433, 49.0050000000015, 0, 0.00158930416744079, 0, 0, 0.339142123653928, 0, -0.001, 0.336, 0, 0.001, 0.00314212365392817, 0, -0.0331946052610874, -0.514294624328613, -0.016952283680439, 0.081359751522541, -0.566320478916168, -0.0233387611806393, -0.114554356783628, 0.0520258545875549, 0.00638647750020027, 0.0039060830604285, 1266
0.051, -0.061, 9.7598155840007, 49.0050000000015, -0.062, 9.755, 49.0050000000015, 0.001, 0.00481558400070026, 0, 0, 0.325226279833259, 0, -0.001, 0.322, 0, 0.001, 0.00322627983325947, 0, -0.0391233749687672, -0.360824912786484, -0.016952283680439, 0.0578299984335899, -0.384024083614349, -0.0113831786438823, -0.0969533734023571, 0.0231991708278656, -0.00556910503655672, 0.00403810990974307, 1428
0.052, -0.061, 10.0704257005894, 49.0050000000015, -0.063, 10.066, 49.0050000000015, 0.002, 0.00442570058941237, 0, 0, 0.310610116588712, 0, -0.001, 0.311, 0, 0.001, -0.000389883411287912, 0, -0.0225871279835701, -0.656070709228516, -0.016952283680439, 0.0485644526779652, -0.538274049758911, -0.0233387611806393, -0.0711515806615353, -0.117796659469604, 0.00638647750020027, 0.00379880564287305, 1547
0.053, -0.061, 10.3657193345097, 49.0050000000015, -0.063, 10.366, 49.0050000000015, 0.002, -0.000280665490319734, 0, 0, 0.295293633920268, 0, 0, 0.3, 0, 0, -0.00470636607973208, 0, 0.060560330748558, -0.994008481502533, -0.016952283680439, 0.0380162969231606, -0.899069428443909, -0.0233387611806393, 0.0225440338253975, -0.0949390530586243, 0.00638647750020027, 0.00399302132427692, 1404
0.054, -0.061, 10.6449961663376, 49.0050000000015, -0.062, 10.648, 49.0500000000015, 0.001, -0.00300383366237656, -0.0450000000000013, 0, 0.279276831827943, 0, 0.001, 0.282, 0.0450000000000013, -0.001, -0.00272316817205685, -0.0450000000000013, 0.110606268048286, -1.08429348468781, -0.0624539405107498, 0.0433870851993561, -1.07525312900543, -0.0113831786438823, 0.0672191828489304, -0.00904035568237305, -0.0510707618668675, 0.00414311233907938, 1404
0.055, -0.061, 10.9075558766493, 49.0050000000015, -0.062, 10.913, 49.0500000000015, 0.001, -0.00544412335066227, -0.0450000000000013, 0, 0.262559710311714, 0, 0, 0.265, 0, 0, -0.00244028968828567, 0, 0.123322382569313, -1.18067824840546, -0.0140411257743835, 0.0718998908996582, -1.1059867143631, -0.0465097054839134, 0.0514224916696548, -0.0746915340423584, 0.0324685797095299, 0.00396193796768785, 1404
0.056, -0.061, 11.1526981460209, 49.0050000000015, -0.062, 11.158, 49.0050000000015, 0.001, -0.00530185397905552, 0, 0, 0.245142269371607, 0, 0, 0.245, -0.0450000000000013, 0, 0.000142269371606759, 0.0450000000000013, 0.0738117396831512, -1.06746923923492, 0.0464021228253841, 0.0790635421872139, -1.15034246444702, 0.0350063256919384, -0.00525180250406265, 0.0828732252120972, 0.0113957971334457, 0.00406960118561983, 1404
0.057, -0.061, 11.3797226550285, 49.0050000000015, -0.061, 11.383, 49.0050000000015, 0, -0.00327734497145138, 0, 0, 0.227024509007604, 0, 0.001, 0.225, 0, -0.001, 0.00202450900760415, 0, 0.188499808311462, -0.854445099830627, -0.0162711460143328, 0.0821313187479973, -0.900055468082428, -0.0233387611806393, 0.106368489563465, 0.0456103682518005, 0.0070676151663065, 0.00413567665964365, 1404
