Time (sec), PosCmd (X) (mm), PosCmd (Z) (mm), PosCmd (msShut_ext) (deg), PosFbk (X) (mm), PosFbk (Z) (mm), PosFbk (msShut_ext) (deg), PosErr (X) (mm), PosErr (Z) (mm), PosErr (msShut_ext) (deg), VelCmd (X) (mm/msec), VelCmd (Z) (mm/msec), VelCmd (msShut_ext) (deg/msec), VelFbk (X) (mm/msec), VelFbk (Z) (mm/msec), VelFbk (msShut_ext) (deg/msec), VelErr (X) (mm/msec), VelErr (Z) (mm/msec), VelErr (msShut_ext) (deg/msec), CurCmd (X), CurCmd (Z), CurCmd (msShut_ext), CurFbk (X), CurFbk (Z), CurFbk (msShut_ext), CurErr (X), CurErr (Z), CurErr (msShut_ext), Ain 1 (X), Program Counter (T01)
0.039, -0.061, 4.88699672936647, 49.0050000000015, -0.061, 4.892, 49.0050000000015, 0, -0.00500327063352961, 0, 0, 0.448633984471032, 0, 0.001, 0.451, 0, -0.001, -0.00236601552896807, 0, 0.0735591128468513, -0.448353350162506, -0.00346769229508936, 0.0522667542099953, -0.232472509145737, -0.0465325675904751, 0.0212923586368561, -0.215880841016769, 0.0430648752953857, 0.00370804872363806, 3255
0.04, -0.061, 5.32974257172678, 49.0050000000015, -0.061, 5.333, 49.0050000000015, 0, -0.00325742827321665, 0, 0, 0.442745842360313, 0, 0, 0.441, 0, 0, 0.00174584236031293, 0, 0.138288363814354, -0.207082256674767, -0.0152167901396751, 0.0817468389868736, -0.35931470990181, -0.0113831786438823, 0.0565415248274803, 0.152232453227043, -0.00383361149579287, 0.00390929449349642, 3255
0.041, -0.061, 5.76589995250431, 49.0050000000015, -0.061, 5.764, 49.0050000000015, 0, 0.00189995250430547, 0, 0, 0.436157380777522, 0, 0, 0.431, 0, 0, 0.00515738077752211, 0, 0.0823057368397713, 0.0677990615367889, -0.0151941739022732, 0.0901254266500473, -0.0466261804103851, -0.0233387611806393, -0.00781968981027603, 0.114425241947174, 0.00814458727836609, 0.00433980906382203, 3255
0.042, -0.061, 6.19476855222698, 49.0050000000015, -0.06, 6.192, 49.0050000000015, -0.001, 0.00276855222698032, 0, 0, 0.428868599722675, 0, 0.001, 0.428, 0, -0.001, 0.000868599722674815, 0, 0.22227543592453, -0.269568115472794, -0.0151798706501722, 0.113279089331627, -0.0468731224536896, -0.0113831786438823, 0.108996346592903, -0.222694993019104, -0.00379669200628996, 0.00383447483181953, 3255
0.043, -0.061, 6.61564805142272, 49.0050000000015, -0.06, 6.616, 49.0050000000015, -0.001, -0.000351948577276744, 0, 0, 0.420879499195743, 0, 0, 0.424, 0, 0, -0.00312050080425706, 0, 0.0952187553048134, -0.691939473152161, -0.0151796601712704, 0.141551211476326, -0.536584734916687, -0.0120985228568316, -0.0463324561715126, -0.155354738235474, -0.00308113731443882, 0.00405136216431856, 3255
0.044, -0.061, 7.02783813061947, 49.0050000000015, -0.061, 7.025, 49.0050000000015, 0, 0.00283813061947239, 0, 0, 0.412190079196749, 0, -0.001, 0.409, 0, 0.001, 0.00319007919674914, 0, 6.14929012954235E-05, -0.180742815136909, -0.0151796750724316, 0.0711266472935677, -0.469869434833527, -0.0113831786438823, -0.0710651543922722, 0.289126619696617, -0.00379649642854929, 0.00387799111194909, 3255
0.045, -0.061, 7.43063847034516, 49.0050000000015, -0.061, 7.425, 49.0050000000015, 0, 0.0056384703451613, 0, 0, 0.402800339725689, 0, 0, 0.4, 0, 0, 0.00280033972568892, 0, 0.0968657433986664, -0.137972325086594, -0.0151796750724316, 0.0662036314606667, -0.0866920202970505, -0.000142940873047337, 0.0306621119379997, -0.0512803047895432, -0.0150367341993842, 0.00361909111961722, 3255
0.046, -0.061, 7.82334875112772, 49.0050000000015, -0.061, 7.819, 49.0050000000015, 0, 0.00434875112771988, 0, 0, 0.392710280782559, 0, 0, 0.394, 0, 0, -0.00128971921744139, 0, 0.0892984047532082, -0.518334984779358, -0.0151796750724316, 0.07643673568964, -0.307544946670532, -0.0120985228568316, 0.0128616690635681, -0.210790038108826, -0.00308115221560001, 0.00395754398778081, 3255
0.047, -0.061, 8.20526865349508, 49.0050000000015, -0.061, 8.204, 48.9600000000015, 0, 0.0012686534950808, 0.0450000000000013, 0, 0.381919902367361, 0, 0, 0.385, -0.0450000000000013, 0, -0.00308009763263911, 0.0450000000000013, 0.0891111344099045, -0.756879985332489, 0.0303219817578793, 0.0807236582040787, -0.812730491161346, -0.0113831786438823, 0.00838747620582581, 0.0558505058288574, 0.0417051604017615, 0.00407112762331963, 3255
0.048, -0.061, 8.57569785797517, 49.0050000000015, -0.062, 8.572, 48.9600000000015, 0.001, 0.0036978579751667, 0.0450000000000013, 0, 0.370429204480086, 0, -0.001, 0.368, 0, 0.001, 0.00242920448008587, 0, -0.00780212786048651, -0.331320732831955, -0.0180908348411322, 0.0602607727050781, -0.441501438617706, 0.0230262503027916, -0.0680629005655646, 0.110180705785751, -0.0411170851439238, 0.00386318401433527, 3255
