T_sync[ms], msShut_Enable, PumpA_Enable, N_Mode, N_Delay, Zpos, AIN_Volt, PCMD_Z, Tcorr_sum[us]
143523,0,1,10,10,1.002,2.812,1.219,-21
143791,0,1,10,10,0.996,1.173,0.830,-25
144060,0,1,10,10,1.007,1.566,0.911,-18
144329,0,1,10,10,1.003,1.960,0.991,-15
144598,0,1,10,10,0.997,2.300,1.069,-18
144867,0,1,10,10,0.995,2.602,1.150,-23
145136,0,1,10,10,1.003,2.852,1.232,-21
145404,0,1,10,10,1.000,1.228,0.843,-21
145673,0,1,10,10,1.004,1.640,0.923,-17
145942,0,1,10,10,1.003,2.009,1.003,-14
146211,0,1,10,10,0.995,2.356,1.081,-19
146480,0,1,10,10,0.996,2.643,1.163,-24
146749,0,1,10,10,1.005,2.885,1.246,-19
147017,0,1,10,10,1.000,1.300,0.855,-19
147286,0,1,10,10,1.005,1.693,0.935,-14
147555,0,1,10,10,0.998,2.077,1.014,-16
147824,0,1,10,10,0.996,2.396,1.094,-20
148093,0,1,10,10,0.996,2.687,1.176,-24
148362,0,1,10,10,1.007,2.919,1.258,-17
148630,0,1,10,10,1.001,1.360,0.867,-15
148899,0,1,10,10,1.001,1.763,0.946,-14
149168,0,1,10,10,1.000,2.118,1.026,-14
149437,0,1,10,10,0.993,2.454,1.106,-22
149706,0,1,10,10,0.998,2.722,1.188,-24
149975,0,1,10,10,1.010,2.952,1.271,-14
150243,0,1,10,10,1.001,1.427,0.879,-13
150512,0,1,10,10,1.001,1.815,0.957,-11
150781,0,1,10,10,0.995,2.184,1.037,-17
151050,0,1,10,10,0.995,2.491,1.119,-22
151319,0,1,10,10,0.998,2.767,1.202,-25
151587,0,1,10,10,0.994,1.078,0.813,-31
151856,0,1,10,10,1.006,1.490,0.896,-25
152125,0,1,10,10,1.006,1.881,0.977,-18
152394,0,1,10,10,1.000,2.230,1.054,-18
152663,0,1,10,10,0.994,2.545,1.133,-24
152932,0,1,10,10,1.002,2.798,1.215,-22
153200,0,1,10,10,0.995,1.150,0.826,-28
153469,0,1,10,10,1.006,1.551,0.907,-22
153738,0,1,10,10,1.004,1.937,0.988,-17
154007,0,1,10,10,0.997,2.287,1.066,-20
154276,0,1,10,10,0.996,2.583,1.146,-24
154545,0,1,10,10,1.001,2.842,1.228,-23
154813,0,1,10,10,0.999,1.204,0.839,-24
155082,0,1,10,10,1.004,1.619,0.919,-20
155351,0,1,10,10,1.003,1.993,0.999,-17
155620,0,1,10,10,0.996,2.335,1.078,-21
155889,0,1,10,10,0.994,2.632,1.158,-27
156158,0,1,10,10,1.005,2.870,1.241,-21
156426,0,1,10,10,0.999,1.280,0.851,-22
156695,0,1,10,10,1.005,1.669,0.931,-16
156964,0,1,10,10,0.999,2.055,1.010,-17
157233,0,1,10,10,0.994,2.386,1.089,-23
157502,0,1,10,10,0.997,2.669,1.171,-26
157771,0,1,10,10,1.006,2.910,1.254,-20
158039,0,1,10,10,1.002,1.332,0.863,-17
158308,0,1,10,10,1.001,1.743,0.942,-16
158577,0,1,10,10,0.999,2.105,1.021,-17
158846,0,1,10,10,0.994,2.434,1.102,-24
159115,0,1,10,10,0.997,2.713,1.184,-27
159384,0,1,10,10,1.010,2.938,1.267,-17
159652,0,1,10,10,1.001,1.409,0.875,-16
159921,0,1,10,10,1.002,1.793,0.953,-14
160190,0,1,10,10,0.996,2.164,1.033,-18
160459,0,1,10,10,0.993,2.481,1.114,-25
160728,0,1,10,10,0.998,2.751,1.197,-27
160996,0,1,10,10,0.992,1.064,0.809,-36
161265,0,1,10,10,1.008,1.462,0.892,-28
161534,0,1,10,10,1.007,1.862,0.973,-20
161803,0,1,10,10,1.001,2.211,1.050,-20
162072,0,1,10,10,0.994,2.530,1.129,-26
162341,0,1,10,10,1.000,2.789,1.210,-26
162609,0,1,10,10,0.995,1.124,0.822,-31
162878,0,1,10,10,1.005,1.534,0.904,-26
163147,0,1,10,10,1.007,1.913,0.984,-19
163416,0,1,10,10,0.997,2.272,1.062,-22
163685,0,1,10,10,0.996,2.567,1.141,-26
163954,0,1,10,10,1.001,2.829,1.224,-25
164222,0,1,10,10,0.997,1.189,0.834,-28
164491,0,1,10,10,1.006,1.591,0.915,-22
164760,0,1,10,10,1.002,1.980,0.995,-20
165029,0,1,10,10,0.998,2.314,1.074,-22
165298,0,1,10,10,0.994,2.618,1.154,-28
165567,0,1,10,10,1.004,2.859,1.237,-23
165835,0,1,10,10,0.999,1.255,0.847,-25
166104,0,1,10,10,1.004,1.660,0.927,-21
166373,0,1,10,10,1.002,2.027,1.007,-18
166642,0,1,10,10,0.993,2.376,1.086,-25
166911,0,1,10,10,0.997,2.653,1.167,-28
167180,0,1,10,10,1.005,2.900,1.250,-23
167448,0,1,10,10,1.001,1.316,0.859,-22
167717,0,1,10,10,1.004,1.716,0.938,-18
167986,0,1,10,10,0.998,2.091,1.018,-20
168255,0,1,10,10,0.995,2.416,1.098,-25
168524,0,1,10,10,0.996,2.701,1.180,-30
168793,0,1,10,10,1.010,2.926,1.263,-19
169061,0,1,10,10,1.001,1.385,0.871,-18
169330,0,1,10,10,1.001,1.779,0.949,-17
169599,0,1,10,10,0.997,2.143,1.029,-20
169868,0,1,10,10,0.993,2.467,1.110,-28
170137,0,1,10,10,0.999,2.735,1.193,-29
170405,0,1,10,10,0.990,1.044,0.805,-39
170674,0,1,10,10,1.008,1.440,0.888,-31
170943,0,1,10,10,1.007,1.842,0.969,-23
171212,0,1,10,10,1.000,2.197,1.046,-22
171481,0,1,10,10,0.995,2.512,1.124,-28
171750,0,1,10,10,0.998,2.780,1.206,-29
172018,0,1,10,10,0.995,1.095,0.818,-34
172287,0,1,10,10,1.005,1.515,0.900,-28
172556,0,1,10,10,1.007,1.893,0.980,-21
172825,0,1,10,10,0.998,2.252,1.058,-23
173094,0,1,10,10,0.994,2.558,1.137,-29
173363,0,1,10,10,1.002,2.812,1.219,-27
173631,0,1,10,10,0.996,1.173,0.830,-32
173900,0,1,10,10,1.007,1.564,0.911,-24
174169,0,1,10,10,1.003,1.961,0.991,-21
174438,0,1,10,10,0.997,2.301,1.069,-25
174707,0,1,10,10,0.995,2.601,1.150,-30
174976,0,1,10,10,1.003,2.852,1.232,-27
175244,0,1,10,10,1.000,1.226,0.843,-27
175513,0,1,10,10,1.004,1.641,0.923,-24
175782,0,1,10,10,1.003,2.007,1.003,-20
176051,0,1,10,10,0.995,2.354,1.081,-26
176320,0,1,10,10,0.996,2.643,1.162,-30
176589,0,1,10,10,1.005,2.884,1.245,-25
176857,0,1,10,10,0.999,1.300,0.855,-26
177126,0,1,10,10,1.005,1.691,0.934,-20
177395,0,1,10,10,0.999,2.072,1.014,-21
177664,0,1,10,10,0.996,2.397,1.093,-26
177933,0,1,10,10,0.995,2.688,1.175,-31
178202,0,1,10,10,1.007,2.919,1.258,-24
178470,0,1,10,10,1.002,1.358,0.868,-22
178739,0,1,10,10,1.002,1.761,0.946,-20
179008,0,1,10,10,0.999,2.121,1.025,-21
179277,0,1,10,10,0.993,2.453,1.106,-29
179546,0,1,10,10,0.998,2.722,1.188,-31
179815,0,1,10,10,1.010,2.951,1.271,-20
180083,0,1,10,10,1.001,1.425,0.879,-19
180352,0,1,10,10,1.001,1.815,0.957,-18
180621,0,1,10,10,0.995,2.183,1.037,-24
180890,0,1,10,10,0.995,2.490,1.118,-29
181159,0,1,10,10,0.997,2.768,1.202,-32
181427,0,1,10,10,0.994,1.077,0.813,-38
181696,0,1,10,10,1.007,1.489,0.896,-31
181965,0,1,10,10,1.006,1.880,0.977,-25
182234,0,1,10,10,1.001,2.227,1.054,-24
182503,0,1,10,10,0.994,2.545,1.133,-31
182772,0,1,10,10,1.002,2.797,1.215,-29
183040,0,1,10,10,0.995,1.149,0.826,-34
183309,0,1,10,10,1.006,1.550,0.907,-28
183578,0,1,10,10,1.005,1.934,0.987,-23
183847,0,1,10,10,0.996,2.288,1.065,-27
184116,0,1,10,10,0.996,2.582,1.145,-31
184385,0,1,10,10,1.001,2.841,1.228,-29
184653,0,1,10,10,0.999,1.203,0.838,-30
184922,0,1,10,10,1.004,1.616,0.919,-26
185191,0,1,10,10,1.002,1.994,0.998,-23
185460,0,1,10,10,0.996,2.335,1.077,-28
185729,0,1,10,10,0.995,2.632,1.158,-33
185998,0,1,10,10,1.006,2.870,1.241,-27
186266,0,1,10,10,0.999,1.278,0.851,-28
186535,0,1,10,10,1.005,1.672,0.930,-23
186804,0,1,10,10,1.000,2.053,1.010,-23
187073,0,1,10,10,0.995,2.385,1.089,-29
187342,0,1,10,10,0.997,2.669,1.171,-33
187611,0,1,10,10,1.005,2.911,1.254,-27
187879,0,1,10,10,1.002,1.331,0.863,-24
188148,0,1,10,10,1.002,1.741,0.942,-22
188417,0,1,10,10,0.999,2.102,1.021,-23
188686,0,1,10,10,0.993,2.435,1.102,-30
188955,0,1,10,10,0.996,2.715,1.184,-35
189224,0,1,10,10,1.010,2.937,1.267,-24
189492,0,1,10,10,1.001,1.407,0.876,-23
189761,0,1,10,10,1.003,1.790,0.953,-19
190030,0,1,10,10,0.995,2.164,1.033,-24
190299,0,1,10,10,0.993,2.479,1.114,-31
190568,0,1,10,10,0.998,2.750,1.197,-33
190836,0,1,10,10,0.992,1.063,0.809,-42
191105,0,1,10,10,1.008,1.459,0.892,-33
191374,0,1,10,10,1.006,1.862,0.973,-27
191643,0,1,10,10,1.001,2.209,1.050,-26
191912,0,1,10,10,0.995,2.527,1.128,-31
192181,0,1,10,10,0.999,2.789,1.210,-32
192449,0,1,10,10,0.995,1.121,0.821,-37
192718,0,1,10,10,1.005,1.534,0.903,-32
192987,0,1,10,10,1.007,1.910,0.984,-25
193256,0,1,10,10,0.997,2.270,1.061,-28
193525,0,1,10,10,0.996,2.567,1.141,-32
193794,0,1,10,10,1.001,2.827,1.223,-31
194062,0,1,10,10,0.997,1.189,0.834,-34
194331,0,1,10,10,1.006,1.589,0.915,-28
194600,0,1,10,10,1.003,1.976,0.995,-25
194869,0,1,10,10,0.998,2.312,1.073,-28
195138,0,1,10,10,0.994,2.617,1.154,-34
195407,0,1,10,10,1.004,2.859,1.236,-30
195675,0,1,10,10,0.999,1.253,0.847,-31
195944,0,1,10,10,1.004,1.655,0.926,-26
196213,0,1,10,10,1.002,2.028,1.006,-25
196482,0,1,10,10,0.994,2.372,1.085,-31
196751,0,1,10,10,0.997,2.651,1.167,-34
197020,0,1,10,10,1.005,2.897,1.249,-28
197288,0,1,10,10,1.001,1.313,0.859,-27
197557,0,1,10,10,1.003,1.716,0.938,-24
197826,0,1,10,10,0.998,2.090,1.017,-26
198095,0,1,10,10,0.996,2.412,1.097,-31
198364,0,1,10,10,0.996,2.701,1.180,-35
198633,0,1,10,10,1.009,2.925,1.262,-25
198901,0,1,10,10,1.001,1.384,0.871,-25
199170,0,1,10,10,1.001,1.777,0.949,-23
199439,0,1,10,10,0.998,2.139,1.029,-26
199708,0,1,10,10,0.993,2.467,1.110,-33
199977,0,1,10,10,0.999,2.733,1.193,-35
200245,0,1,10,10,0.990,1.042,0.805,-45
200514,0,1,10,10,1.008,1.438,0.888,-37
200783,0,1,10,10,1.008,1.838,0.969,-28
201052,0,1,10,10,1.000,2.197,1.045,-28
201321,0,1,10,10,0.996,2.508,1.124,-33
201590,0,1,10,10,0.998,2.778,1.206,-35
201858,0,1,10,10,0.995,1.093,0.817,-40
202127,0,1,10,10,1.006,1.511,0.899,-34
202396,0,1,10,10,1.007,1.893,0.980,-27
202665,0,1,10,10,0.998,2.249,1.057,-29
202934,0,1,10,10,0.994,2.556,1.136,-35
203203,0,1,10,10,1.001,2.812,1.219,-34
203471,0,1,10,10,0.996,1.169,0.830,-38
203740,0,1,10,10,1.007,1.563,0.911,-30
204009,0,1,10,10,1.003,1.958,0.991,-27
204278,0,1,10,10,0.997,2.299,1.069,-30
204547,0,1,10,10,0.995,2.599,1.149,-35
204816,0,1,10,10,1.002,2.851,1.232,-33
205084,0,1,10,10,1.000,1.224,0.842,-34
205353,0,1,10,10,1.004,1.639,0.923,-30
205622,0,1,10,10,1.004,2.003,1.002,-26
205891,0,1,10,10,0.995,2.353,1.081,-31
206160,0,1,10,10,0.995,2.642,1.162,-36
206429,0,1,10,10,1.005,2.883,1.245,-31
206697,0,1,10,10,0.999,1.298,0.855,-31
206966,0,1,10,10,1.005,1.687,0.934,-26
207235,0,1,10,10,0.998,2.072,1.013,-27
207504,0,1,10,10,0.996,2.395,1.093,-32
207773,0,1,10,10,0.996,2.684,1.175,-37
208042,0,1,10,10,1.007,2.917,1.258,-29
208310,0,1,10,10,1.002,1.354,0.867,-27
208579,0,1,10,10,1.001,1.761,0.945,-26
208848,0,1,10,10,0.999,2.117,1.025,-27
209117,0,1,10,10,0.993,2.451,1.105,-34
209386,0,1,10,10,0.998,2.721,1.188,-37
209655,0,1,10,10,1.010,2.950,1.271,-26
209923,0,1,10,10,1.001,1.424,0.879,-25
210192,0,1,10,10,1.001,1.812,0.956,-24
210461,0,1,10,10,0.995,2.180,1.036,-29
210730,0,1,10,10,0.995,2.489,1.118,-35
210999,0,1,10,10,0.998,2.765,1.201,-37
211267,0,1,10,10,0.993,1.076,0.813,-44
211536,0,1,10,10,1.007,1.486,0.896,-37
211805,0,1,10,10,1.007,1.877,0.976,-30
212074,0,1,10,10,1.000,2.226,1.053,-30
212343,0,1,10,10,0.994,2.543,1.132,-36
212612,0,1,10,10,1.001,2.796,1.214,-35
212880,0,1,10,10,0.995,1.147,0.825,-40
213149,0,1,10,10,1.006,1.547,0.907,-34
213418,0,1,10,10,1.005,1.932,0.987,-29
213687,0,1,10,10,0.997,2.285,1.065,-32
213956,0,1,10,10,0.996,2.580,1.145,-36
214225,0,1,10,10,1.001,2.839,1.227,-35
214493,0,1,10,10,0.999,1.199,0.838,-36
214762,0,1,10,10,1.004,1.615,0.918,-32
215031,0,1,10,10,1.002,1.992,0.998,-29
215300,0,1,10,10,0.997,2.330,1.077,-33
215569,0,1,10,10,0.994,2.630,1.158,-39
215838,0,1,10,10,1.005,2.869,1.240,-33
216106,0,1,10,10,0.999,1.277,0.850,-34
216375,0,1,10,10,1.005,1.669,0.930,-29
216644,0,1,10,10,1.001,2.048,1.010,-29
216913,0,1,10,10,0.994,2.384,1.089,-35
217182,0,1,10,10,0.997,2.666,1.171,-38
217451,0,1,10,10,1.006,2.908,1.253,-32
217719,0,1,10,10,1.002,1.328,0.863,-30
217988,0,1,10,10,1.002,1.737,0.941,-28
218257,0,1,10,10,0.998,2.103,1.021,-29
218526,0,1,10,10,0.994,2.432,1.101,-36
218795,0,1,10,10,0.996,2.712,1.184,-40
219064,0,1,10,10,1.010,2.936,1.267,-29
219332,0,1,10,10,1.001,1.404,0.875,-28
219601,0,1,10,10,1.002,1.790,0.953,-26
219870,0,1,10,10,0.996,2.162,1.032,-30
220139,0,1,10,10,0.993,2.478,1.113,-37
220408,0,1,10,10,0.999,2.748,1.197,-39
220676,0,1,10,10,0.992,1.059,0.809,-48
220945,0,1,10,10,1.008,1.457,0.892,-39
221214,0,1,10,10,1.006,1.860,0.972,-32
221483,0,1,10,10,1.001,2.206,1.049,-31
221752,0,1,10,10,0.994,2.526,1.128,-37
222021,0,1,10,10,0.999,2.787,1.209,-38
222289,0,1,10,10,0.995,1.118,0.821,-43
222558,0,1,10,10,1.005,1.532,0.903,-38
222827,0,1,10,10,1.007,1.906,0.983,-30
223096,0,1,10,10,0.997,2.268,1.061,-33
223365,0,1,10,10,0.995,2.566,1.140,-38
223634,0,1,10,10,1.001,2.826,1.223,-37
223902,0,1,10,10,0.997,1.187,0.834,-41
224171,0,1,10,10,1.006,1.585,0.915,-34
224440,0,1,10,10,1.002,1.976,0.994,-32
224709,0,1,10,10,0.998,2.310,1.073,-34
224978,0,1,10,10,0.994,2.617,1.153,-40
225247,0,1,10,10,1.003,2.860,1.236,-37
225515,0,1,10,10,0.999,1.249,0.846,-37
225784,0,1,10,10,1.004,1.656,0.926,-33
226053,0,1,10,10,1.002,2.026,1.006,-31
226322,0,1,10,10,0.995,2.369,1.085,-37
226591,0,1,10,10,0.997,2.650,1.166,-40
226860,0,1,10,10,1.005,2.897,1.249,-34
227128,0,1,10,10,1.000,1.313,0.858,-34
227397,0,1,10,10,1.003,1.713,0.938,-31
227666,0,1,10,10,0.999,2.087,1.017,-32
227935,0,1,10,10,0.996,2.410,1.097,-36
228204,0,1,10,10,0.995,2.701,1.179,-42
228473,0,1,10,10,1.009,2.924,1.262,-32
228741,0,1,10,10,1.001,1.381,0.871,-31
229010,0,1,10,10,1.002,1.774,0.949,-29
229279,0,1,10,10,0.997,2.140,1.029,-32
229548,0,1,10,10,0.993,2.465,1.109,-40
229817,0,1,10,10,0.999,2.731,1.192,-40
230086,0,1,10,10,1.010,2.962,1.275,-30
230354,0,1,10,10,1.003,1.436,0.882,-27
230623,0,1,10,10,0.999,1.837,0.960,-28
230892,0,1,10,10,0.995,2.195,1.040,-33
231161,0,1,10,10,0.994,2.506,1.122,-40
231430,0,1,10,10,0.998,2.776,1.205,-41
231698,0,1,10,10,0.996,1.089,0.817,-46
231967,0,1,10,10,1.005,1.510,0.899,-40
232236,0,1,10,10,1.006,1.892,0.979,-33
232505,0,1,10,10,0.998,2.247,1.057,-35
232774,0,1,10,10,0.994,2.556,1.136,-41
233043,0,1,10,10,1.002,2.809,1.219,-39
233311,0,1,10,10,0.996,1.169,0.829,-44
233580,0,1,10,10,1.007,1.562,0.911,-36
233849,0,1,10,10,1.003,1.955,0.990,-33
234118,0,1,10,10,0.997,2.298,1.068,-36
234387,0,1,10,10,0.995,2.597,1.149,-41
234656,0,1,10,10,1.001,2.852,1.231,-40
234924,0,1,10,10,1.000,1.221,0.842,-40
235193,0,1,10,10,1.004,1.635,0.922,-35
235462,0,1,10,10,1.003,2.004,1.002,-32
235731,0,1,10,10,0.995,2.352,1.080,-38
236000,0,1,10,10,0.995,2.643,1.162,-43
236269,0,1,10,10,1.006,2.881,1.245,-37
236537,0,1,10,10,1.000,1.295,0.855,-37
236806,0,1,10,10,1.005,1.687,0.934,-32
237075,0,1,10,10,0.999,2.071,1.013,-34
237344,0,1,10,10,0.996,2.394,1.093,-38
237613,0,1,10,10,0.996,2.683,1.175,-43
237882,0,1,10,10,1.007,2.918,1.257,-36
238150,0,1,10,10,1.002,1.353,0.867,-34
238419,0,1,10,10,1.001,1.759,0.945,-32
238688,0,1,10,10,0.999,2.115,1.025,-33
238957,0,1,10,10,0.993,2.451,1.105,-41
239226,0,1,10,10,0.998,2.720,1.188,-43
239495,0,1,10,10,1.010,2.949,1.271,-33
239763,0,1,10,10,1.001,1.423,0.879,-31
240032,0,1,10,10,1.002,1.809,0.956,-30
240301,0,1,10,10,0.995,2.180,1.036,-35
240570,0,1,10,10,0.995,2.488,1.118,-41
240839,0,1,10,10,0.998,2.764,1.201,-43
241107,0,1,10,10,0.993,1.075,0.812,-50
241376,0,1,10,10,1.007,1.482,0.895,-43
241645,0,1,10,10,1.006,1.877,0.976,-36
241914,0,1,10,10,1.000,2.225,1.053,-36
242183,0,1,10,10,0.994,2.542,1.132,-43
242452,0,1,10,10,1.002,2.795,1.214,-41
242720,0,1,10,10,0.995,1.143,0.825,-46
242989,0,1,10,10,1.006,1.547,0.906,-40
243258,0,1,10,10,1.005,1.931,0.987,-35
243527,0,1,10,10,0.997,2.284,1.065,-39
243796,0,1,10,10,0.996,2.581,1.145,-43
244065,0,1,10,10,1.001,2.838,1.227,-42
244333,0,1,10,10,0.999,1.200,0.838,-43
244602,0,1,10,10,1.005,1.612,0.918,-38
244871,0,1,10,10,1.002,1.990,0.998,-35
245140,0,1,10,10,0.997,2.329,1.077,-39
245409,0,1,10,10,0.994,2.631,1.157,-45
245678,0,1,10,10,1.005,2.867,1.240,-39
245946,0,1,10,10,0.999,1.275,0.850,-40
246215,0,1,10,10,1.005,1.667,0.930,-35
246484,0,1,10,10,1.000,2.049,1.009,-35
246753,0,1,10,10,0.994,2.383,1.088,-41
247022,0,1,10,10,0.997,2.665,1.170,-44
247291,0,1,10,10,1.006,2.907,1.253,-38
247559,0,1,10,10,1.002,1.326,0.862,-36
247828,0,1,10,10,1.002,1.737,0.941,-34
248097,0,1,10,10,0.998,2.101,1.020,-36
248366,0,1,10,10,0.994,2.431,1.101,-42
248635,0,1,10,10,0.996,2.712,1.183,-46
248904,0,1,10,10,1.011,2.934,1.266,-35
249172,0,1,10,10,1.001,1.404,0.875,-34
249441,0,1,10,10,1.002,1.788,0.952,-32
249710,0,1,10,10,0.996,2.160,1.032,-36
249979,0,1,10,10,0.993,2.477,1.113,-44
250248,0,1,10,10,0.999,2.747,1.196,-45
250516,0,1,10,10,0.991,1.059,0.808,-54
250785,0,1,10,10,1.008,1.457,0.891,-46
251054,0,1,10,10,1.007,1.857,0.972,-38
251323,0,1,10,10,1.001,2.206,1.049,-37
251592,0,1,10,10,0.994,2.525,1.127,-43
251861,0,1,10,10,0.999,2.788,1.209,-45
252129,0,1,10,10,0.995,1.116,0.821,-50
252398,0,1,10,10,1.006,1.529,0.903,-44
252667,0,1,10,10,1.007,1.906,0.983,-36
252936,0,1,10,10,0.997,2.269,1.060,-40
253205,0,1,10,10,0.996,2.566,1.140,-45
253474,0,1,10,10,1.001,2.823,1.223,-43
253742,0,1,10,10,0.997,1.184,0.833,-47
254011,0,1,10,10,1.006,1.585,0.914,-40
254280,0,1,10,10,1.002,1.976,0.994,-38
254549,0,1,10,10,0.998,2.308,1.072,-40
254818,0,1,10,10,0.994,2.614,1.153,-46
255087,0,1,10,10,1.003,2.859,1.235,-43
255355,0,1,10,10,0.999,1.247,0.846,-43
255624,0,1,10,10,1.004,1.654,0.926,-39
255893,0,1,10,10,1.003,2.022,1.006,-36
256162,0,1,10,10,0.994,2.368,1.085,-42
256431,0,1,10,10,0.997,2.650,1.166,-46
256700,0,1,10,10,1.005,2.895,1.248,-40
256968,0,1,10,10,1.000,1.312,0.858,-40
257237,0,1,10,10,1.004,1.709,0.937,-36
257506,0,1,10,10,0.998,2.088,1.017,-38
257775,0,1,10,10,0.996,2.408,1.097,-43
258044,0,1,10,10,0.996,2.698,1.179,-47
258313,0,1,10,10,1.009,2.924,1.261,-38
258581,0,1,10,10,1.001,1.377,0.870,-37
258850,0,1,10,10,1.001,1.774,0.948,-35
259119,0,1,10,10,0.997,2.137,1.028,-38
259388,0,1,10,10,0.993,2.464,1.109,-46
259657,0,1,10,10,0.999,2.730,1.192,-46
259926,0,1,10,10,1.010,2.961,1.274,-36
260194,0,1,10,10,1.002,1.436,0.882,-33
260463,0,1,10,10,0.999,1.835,0.960,-34
260732,0,1,10,10,0.995,2.194,1.040,-39
261001,0,1,10,10,0.994,2.506,1.122,-46
261270,0,1,10,10,0.998,2.776,1.205,-48
261538,0,1,10,10,0.996,1.089,0.817,-53
261807,0,1,10,10,1.006,1.508,0.899,-47
262076,0,1,10,10,1.007,1.889,0.979,-39
262345,0,1,10,10,0.999,2.245,1.057,-41
262614,0,1,10,10,0.994,2.555,1.136,-47
262883,0,1,10,10,1.002,2.808,1.218,-45
263151,0,1,10,10,0.996,1.166,0.829,-50
263420,0,1,10,10,1.007,1.558,0.910,-42
263689,0,1,10,10,1.003,1.954,0.990,-39
263958,0,1,10,10,0.997,2.296,1.068,-42
264227,0,1,10,10,0.995,2.595,1.148,-47
264496,0,1,10,10,1.002,2.849,1.231,-45
264764,0,1,10,10,1.000,1.219,0.842,-45
265033,0,1,10,10,1.004,1.634,0.922,-41
265302,0,1,10,10,1.003,2.003,1.001,-38
265571,0,1,10,10,0.995,2.349,1.080,-43
265840,0,1,10,10,0.995,2.640,1.161,-49
266109,0,1,10,10,1.005,2.881,1.244,-43
266377,0,1,10,10,0.999,1.295,0.854,-44
266646,0,1,10,10,1.005,1.684,0.934,-38
266915,0,1,10,10,0.999,2.068,1.013,-39
267184,0,1,10,10,0.995,2.394,1.092,-44
267453,0,1,10,10,0.996,2.681,1.174,-49
267722,0,1,10,10,1.007,2.916,1.257,-41
267990,0,1,10,10,1.002,1.350,0.866,-39
268259,0,1,10,10,1.001,1.755,0.945,-38
268528,0,1,10,10,0.999,2.113,1.024,-39
268797,0,1,10,10,0.992,2.449,1.105,-47
269066,0,1,10,10,0.998,2.719,1.187,-49
269335,0,1,10,10,1.010,2.947,1.270,-38
269603,0,1,10,10,1.001,1.419,0.878,-37
269872,0,1,10,10,1.001,1.808,0.956,-35
270141,0,1,10,10,0.995,2.178,1.036,-41
270410,0,1,10,10,0.994,2.488,1.117,-47
270679,0,1,10,10,0.998,2.762,1.200,-49
270947,0,1,10,10,0.993,1.073,0.812,-57
271216,0,1,10,10,1.007,1.481,0.895,-49
271485,0,1,10,10,1.006,1.877,0.975,-43
271754,0,1,10,10,1.001,2.221,1.053,-42
272023,0,1,10,10,0.994,2.541,1.132,-48
272292,0,1,10,10,1.001,2.794,1.213,-47
272560,0,1,10,10,0.995,1.141,0.825,-52
272829,0,1,10,10,1.006,1.545,0.906,-46
273098,0,1,10,10,1.005,1.928,0.986,-41
273367,0,1,10,10,0.997,2.283,1.064,-45
273636,0,1,10,10,0.996,2.577,1.144,-48
273905,0,1,10,10,1.001,2.837,1.227,-47
274173,0,1,10,10,0.998,1.199,0.837,-49
274442,0,1,10,10,1.005,1.607,0.918,-43
274711,0,1,10,10,1.002,1.990,0.997,-41
274980,0,1,10,10,0.997,2.327,1.076,-44
275249,0,1,10,10,0.994,2.628,1.157,-51
275518,0,1,10,10,1.005,2.866,1.240,-45
275786,0,1,10,10,0.999,1.270,0.850,-46
276055,0,1,10,10,1.004,1.668,0.929,-41
276324,0,1,10,10,1.000,2.045,1.009,-41
276593,0,1,10,10,0.994,2.382,1.088,-47
276862,0,1,10,10,0.997,2.663,1.170,-50
277131,0,1,10,10,1.006,2.906,1.253,-44
277399,0,1,10,10,1.002,1.324,0.862,-42
277668,0,1,10,10,1.002,1.734,0.940,-40
277937,0,1,10,10,0.998,2.100,1.020,-41
278206,0,1,10,10,0.994,2.427,1.100,-47
278475,0,1,10,10,0.996,2.709,1.183,-51
278744,0,1,10,10,1.010,2.933,1.266,-41
279012,0,1,10,10,1.001,1.401,0.874,-40
279281,0,1,10,10,1.003,1.784,0.952,-37
279550,0,1,10,10,0.996,2.157,1.032,-42
279819,0,1,10,10,0.993,2.476,1.112,-49
280088,0,1,10,10,0.999,2.744,1.196,-50
280356,0,1,10,10,0.991,1.056,0.808,-60
280625,0,1,10,10,1.008,1.452,0.891,-51
280894,0,1,10,10,1.006,1.857,0.971,-44
281163,0,1,10,10,1.001,2.205,1.048,-44
281432,0,1,10,10,0.995,2.522,1.127,-49
281701,0,1,10,10,0.999,2.785,1.209,-50
281969,0,1,10,10,0.995,1.111,0.820,-55
282238,0,1,10,10,1.005,1.529,0.902,-50
282507,0,1,10,10,1.007,1.903,0.982,-42
282776,0,1,10,10,0.997,2.264,1.060,-45
283045,0,1,10,10,0.995,2.564,1.139,-50
283314,0,1,10,10,1.001,2.821,1.222,-49
283582,0,1,10,10,0.996,1.184,0.833,-53
283851,0,1,10,10,1.007,1.580,0.914,-46
284120,0,1,10,10,1.002,1.972,0.994,-43
284389,0,1,10,10,0.998,2.306,1.072,-45
284658,0,1,10,10,0.994,2.612,1.152,-51
284927,0,1,10,10,1.003,2.857,1.235,-48
285195,0,1,10,10,0.999,1.245,0.845,-49
285464,0,1,10,10,1.004,1.649,0.925,-44
285733,0,1,10,10,1.003,2.019,1.005,-42
286002,0,1,10,10,0.994,2.366,1.084,-48
286271,0,1,10,10,0.997,2.647,1.165,-51
286540,0,1,10,10,1.005,2.893,1.248,-46
286808,0,1,10,10,1.000,1.308,0.857,-46
287077,0,1,10,10,1.003,1.709,0.937,-42
