T_sync[ms], msShut_Enable, PumpA_Enable, N_Mode, N_Delay, Zpos, AIN_Volt, PCMD_Z, Tcorr_sum[us]
287346,0,1,10,10,0.998,2.085,1.016,-44
287615,0,1,10,10,0.996,2.406,1.096,-48
287884,0,1,10,10,0.996,2.695,1.178,-53
288153,0,1,10,10,1.008,2.924,1.261,-44
288421,0,1,10,10,1.001,1.376,0.870,-43
288690,0,1,10,10,1.001,1.772,0.948,-42
288959,0,1,10,10,0.998,2.133,1.028,-43
289228,0,1,10,10,0.992,2.464,1.109,-51
289497,0,1,10,10,0.999,2.729,1.191,-52
289766,0,1,10,10,1.010,2.959,1.274,-41
290034,0,1,10,10,1.002,1.435,0.882,-39
290303,0,1,10,10,1.000,1.830,0.959,-39
290572,0,1,10,10,0.994,2.193,1.039,-45
290841,0,1,10,10,0.994,2.502,1.121,-51
291110,0,1,10,10,0.998,2.774,1.204,-53
291378,0,1,10,10,0.995,1.086,0.816,-58
291647,0,1,10,10,1.006,1.503,0.898,-52
291916,0,1,10,10,1.006,1.889,0.979,-45
292185,0,1,10,10,0.999,2.242,1.056,-46
292454,0,1,10,10,0.994,2.555,1.135,-53
292723,0,1,10,10,1.002,2.805,1.218,-51
292991,0,1,10,10,0.996,1.161,0.829,-55
293260,0,1,10,10,1.007,1.557,0.910,-48
293529,0,1,10,10,1.003,1.951,0.989,-45
293798,0,1,10,10,0.997,2.295,1.067,-48
294067,0,1,10,10,0.996,2.593,1.148,-53
294336,0,1,10,10,1.002,2.846,1.230,-50
294604,0,1,10,10,1.000,1.215,0.841,-51
294873,0,1,10,10,1.004,1.630,0.921,-47
295142,0,1,10,10,1.003,2.001,1.001,-44
295411,0,1,10,10,0.995,2.346,1.079,-49
295680,0,1,10,10,0.994,2.640,1.160,-55
295949,0,1,10,10,1.006,2.878,1.244,-49
296217,0,1,10,10,0.999,1.291,0.854,-49
296486,0,1,10,10,1.006,1.678,0.933,-43
296755,0,1,10,10,0.999,2.066,1.012,-45
297024,0,1,10,10,0.995,2.392,1.091,-50
297293,0,1,10,10,0.996,2.679,1.174,-54
297562,0,1,10,10,1.006,2.916,1.256,-48
297830,0,1,10,10,1.003,1.344,0.866,-45
298099,0,1,10,10,1.001,1.754,0.944,-43
298368,0,1,10,10,1.000,2.110,1.024,-44
298637,0,1,10,10,0.993,2.444,1.104,-51
298906,0,1,10,10,0.997,2.718,1.186,-54
299175,0,1,10,10,1.010,2.943,1.269,-43
299443,0,1,10,10,1.001,1.418,0.877,-42
299712,0,1,10,10,1.002,1.803,0.955,-41
299981,0,1,10,10,0.995,2.176,1.035,-46
300250,0,1,10,10,0.995,2.484,1.116,-52
300519,0,1,10,10,0.998,2.759,1.200,-54
300787,0,1,10,10,0.993,1.071,0.811,-62
301056,0,1,10,10,1.007,1.475,0.894,-54
301325,0,1,10,10,1.006,1.872,0.975,-48
301594,0,1,10,10,1.001,2.220,1.052,-47
301863,0,1,10,10,0.994,2.538,1.131,-53
302132,0,1,10,10,1.001,2.793,1.213,-53
302400,0,1,10,10,0.995,1.137,0.824,-58
302669,0,1,10,10,1.006,1.541,0.905,-52
302938,0,1,10,10,1.006,1.924,0.986,-46
303207,0,1,10,10,0.997,2.280,1.063,-49
303476,0,1,10,10,0.996,2.574,1.143,-53
303745,0,1,10,10,1.001,2.834,1.226,-52
304013,0,1,10,10,0.998,1.194,0.836,-54
304282,0,1,10,10,1.005,1.604,0.917,-49
304551,0,1,10,10,1.002,1.988,0.997,-47
304820,0,1,10,10,0.998,2.322,1.075,-49
305089,0,1,10,10,0.994,2.625,1.156,-55
305358,0,1,10,10,1.005,2.863,1.239,-50
305626,0,1,10,10,0.999,1.267,0.849,-51
305895,0,1,10,10,1.004,1.665,0.928,-47
306164,0,1,10,10,1.001,2.039,1.008,-46
306433,0,1,10,10,0.994,2.379,1.087,-52
306702,0,1,10,10,0.997,2.660,1.169,-55
306971,0,1,10,10,1.005,2.904,1.252,-49
307239,0,1,10,10,1.002,1.321,0.861,-47
307508,0,1,10,10,1.002,1.729,0.940,-45
307777,0,1,10,10,0.998,2.097,1.019,-47
308046,0,1,10,10,0.995,2.423,1.100,-52
308315,0,1,10,10,0.996,2.707,1.182,-57
308584,0,1,10,10,1.009,2.932,1.265,-47
308852,0,1,10,10,1.001,1.395,0.873,-45
309121,0,1,10,10,1.002,1.783,0.951,-43
309390,0,1,10,10,0.996,2.155,1.031,-47
309659,0,1,10,10,0.993,2.475,1.112,-55
309928,0,1,10,10,0.999,2.741,1.195,-56
310196,0,1,10,10,0.991,1.052,0.807,-65
310465,0,1,10,10,1.008,1.449,0.890,-57
310734,0,1,10,10,1.006,1.853,0.971,-50
311003,0,1,10,10,1.000,2.203,1.048,-49
311272,0,1,10,10,0.995,2.519,1.126,-54
311541,0,1,10,10,0.999,2.784,1.208,-55
311809,0,1,10,10,0.995,1.106,0.819,-60
312078,0,1,10,10,1.005,1.524,0.901,-55
312347,0,1,10,10,1.007,1.898,0.982,-47
312616,0,1,10,10,0.997,2.260,1.059,-50
312885,0,1,10,10,0.994,2.564,1.138,-56
313154,0,1,10,10,1.002,2.818,1.221,-54
313422,0,1,10,10,0.996,1.180,0.832,-58
313691,0,1,10,10,1.007,1.573,0.913,-50
313960,0,1,10,10,1.002,1.970,0.993,-48
314229,0,1,10,10,0.998,2.304,1.071,-51
314498,0,1,10,10,0.994,2.609,1.151,-56
314767,0,1,10,10,1.003,2.855,1.234,-53
315035,0,1,10,10,1.000,1.237,0.845,-54
315304,0,1,10,10,1.004,1.648,0.924,-50
315573,0,1,10,10,1.003,2.015,1.004,-47
315842,0,1,10,10,0.994,2.363,1.083,-53
316111,0,1,10,10,0.996,2.648,1.164,-57
316380,0,1,10,10,1.006,2.889,1.247,-51
316648,0,1,10,10,1.000,1.306,0.857,-51
316917,0,1,10,10,1.004,1.701,0.936,-47
317186,0,1,10,10,0.998,2.082,1.015,-49
317455,0,1,10,10,0.996,2.402,1.095,-53
317724,0,1,10,10,0.996,2.692,1.177,-57
317993,0,1,10,10,1.008,2.921,1.260,-49
318261,0,1,10,10,1.001,1.370,0.869,-48
318530,0,1,10,10,1.001,1.768,0.947,-46
318799,0,1,10,10,0.999,2.127,1.027,-48
319068,0,1,10,10,0.993,2.458,1.107,-55
319337,0,1,10,10,0.998,2.727,1.190,-57
319606,0,1,10,10,1.010,2.956,1.273,-47
319874,0,1,10,10,1.002,1.430,0.881,-44
320143,0,1,10,10,1.000,1.825,0.958,-44
320412,0,1,10,10,0.994,2.190,1.038,-50
320681,0,1,10,10,0.995,2.497,1.120,-55
320950,0,1,10,10,0.998,2.771,1.203,-58
321218,0,1,10,10,0.995,1.081,0.815,-63
321487,0,1,10,10,1.006,1.498,0.897,-57
321756,0,1,10,10,1.006,1.885,0.978,-50
322025,0,1,10,10,0.999,2.238,1.055,-51
322294,0,1,10,10,0.994,2.550,1.134,-58
322563,0,1,10,10,1.002,2.801,1.217,-55
322831,0,1,10,10,0.995,1.158,0.827,-60
323100,0,1,10,10,1.006,1.554,0.909,-53
323369,0,1,10,10,1.004,1.944,0.989,-49
323638,0,1,10,10,0.997,2.292,1.067,-53
323907,0,1,10,10,0.996,2.588,1.147,-57
324176,0,1,10,10,1.002,2.845,1.229,-55
324444,0,1,10,10,1.000,1.209,0.840,-56
324713,0,1,10,10,1.004,1.623,0.920,-51
324982,0,1,10,10,1.002,1.999,1.000,-49
325251,0,1,10,10,0.996,2.341,1.079,-53
325520,0,1,10,10,0.995,2.635,1.160,-59
325789,0,1,10,10,1.006,2.874,1.242,-53
326057,0,1,10,10,0.999,1.284,0.852,-54
326326,0,1,10,10,1.005,1.676,0.932,-48
326595,0,1,10,10,0.999,2.060,1.011,-49
326864,0,1,10,10,0.995,2.390,1.090,-55
327133,0,1,10,10,0.996,2.675,1.173,-59
327402,0,1,10,10,1.007,2.911,1.255,-52
327670,0,1,10,10,1.002,1.339,0.865,-49
327939,0,1,10,10,1.001,1.749,0.943,-48
328208,0,1,10,10,0.999,2.107,1.023,-49
328477,0,1,10,10,0.993,2.440,1.103,-56
328746,0,1,10,10,0.997,2.716,1.185,-59
329015,0,1,10,10,1.009,2.944,1.268,-50
329283,0,1,10,10,1.001,1.414,0.877,-49
329552,0,1,10,10,1.003,1.797,0.955,-45
329821,0,1,10,10,0.995,2.171,1.034,-51
330090,0,1,10,10,0.994,2.483,1.115,-57
330359,0,1,10,10,0.998,2.757,1.198,-59
330627,0,1,10,10,0.992,1.067,0.811,-68
330896,0,1,10,10,1.008,1.468,0.894,-59
331165,0,1,10,10,1.006,1.868,0.974,-52
331434,0,1,10,10,1.001,2.215,1.051,-52
331703,0,1,10,10,0.994,2.534,1.130,-58
331972,0,1,10,10,1.000,2.791,1.212,-58
332240,0,1,10,10,0.995,1.128,0.823,-63
332509,0,1,10,10,1.005,1.539,0.904,-57
332778,0,1,10,10,1.006,1.918,0.985,-50
333047,0,1,10,10,0.997,2.276,1.063,-54
333316,0,1,10,10,0.996,2.570,1.142,-58
333585,0,1,10,10,1.001,2.830,1.225,-56
333853,0,1,10,10,0.997,1.194,0.835,-59
334122,0,1,10,10,1.005,1.598,0.916,-54
334391,0,1,10,10,1.002,1.984,0.996,-52
334660,0,1,10,10,0.998,2.318,1.075,-54
334929,0,1,10,10,0.994,2.622,1.155,-60
335198,0,1,10,10,1.005,2.861,1.238,-55
335466,0,1,10,10,0.999,1.262,0.848,-56
335735,0,1,10,10,1.004,1.661,0.927,-52
336004,0,1,10,10,1.001,2.035,1.007,-50
336273,0,1,10,10,0.994,2.376,1.086,-57
336542,0,1,10,10,0.997,2.656,1.168,-59
336811,0,1,10,10,1.005,2.901,1.251,-54
337079,0,1,10,10,1.001,1.317,0.860,-52
337348,0,1,10,10,1.002,1.724,0.939,-50
337617,0,1,10,10,0.998,2.094,1.018,-52
337886,0,1,10,10,0.995,2.418,1.099,-57
338155,0,1,10,10,0.996,2.704,1.181,-61
338424,0,1,10,10,1.010,2.926,1.264,-50
338692,0,1,10,10,1.000,1.391,0.872,-50
338961,0,1,10,10,1.002,1.780,0.950,-48
339230,0,1,10,10,0.997,2.148,1.030,-52
339499,0,1,10,10,0.993,2.471,1.111,-59
339768,0,1,10,10,0.999,2.739,1.194,-61
340036,0,1,10,10,0.991,1.048,0.806,-70
340305,0,1,10,10,1.008,1.443,0.889,-62
340574,0,1,10,10,1.007,1.845,0.970,-54
340843,0,1,10,10,1.000,2.202,1.047,-54
341112,0,1,10,10,0.995,2.514,1.125,-59
341381,0,1,10,10,0.999,2.782,1.207,-60
341649,0,1,10,10,0.995,1.100,0.819,-65
341918,0,1,10,10,1.006,1.517,0.901,-59
342187,0,1,10,10,1.007,1.896,0.981,-52
342456,0,1,10,10,0.998,2.255,1.058,-54
342725,0,1,10,10,0.994,2.560,1.138,-60
342994,0,1,10,10,1.002,2.815,1.220,-59
343262,0,1,10,10,0.996,1.174,0.831,-63
343531,0,1,10,10,1.007,1.570,0.912,-55
343800,0,1,10,10,1.003,1.964,0.992,-53
344069,0,1,10,10,0.997,2.302,1.070,-55
344338,0,1,10,10,0.994,2.605,1.150,-61
344607,0,1,10,10,1.003,2.852,1.233,-58
344875,0,1,10,10,1.000,1.231,0.844,-59
345144,0,1,10,10,1.004,1.643,0.923,-55
345413,0,1,10,10,1.003,2.010,1.003,-51
345682,0,1,10,10,0.995,2.358,1.082,-57
345951,0,1,10,10,0.996,2.644,1.163,-62
346220,0,1,10,10,1.005,2.886,1.246,-56
346488,0,1,10,10,1.000,1.302,0.856,-56
346757,0,1,10,10,1.005,1.695,0.935,-51
347026,0,1,10,10,0.998,2.078,1.014,-53
347295,0,1,10,10,0.996,2.399,1.094,-58
347564,0,1,10,10,0.996,2.689,1.176,-62
347833,0,1,10,10,1.008,2.919,1.259,-54
348101,0,1,10,10,1.002,1.361,0.868,-52
348370,0,1,10,10,1.001,1.765,0.946,-51
348639,0,1,10,10,0.999,2.122,1.026,-52
348908,0,1,10,10,0.993,2.455,1.106,-60
349177,0,1,10,10,0.998,2.723,1.189,-61
349446,0,1,10,10,1.010,2.951,1.272,-50
349714,0,1,10,10,1.001,1.428,0.879,-49
349983,0,1,10,10,1.000,1.819,0.957,-49
350252,0,1,10,10,0.995,2.185,1.037,-54
350521,0,1,10,10,0.995,2.493,1.119,-60
350790,0,1,10,10,0.998,2.767,1.202,-62
351058,0,1,10,10,0.994,1.079,0.814,-68
351327,0,1,10,10,1.006,1.493,0.896,-62
351596,0,1,10,10,1.006,1.882,0.977,-55
351865,0,1,10,10,1.000,2.231,1.054,-55
352134,0,1,10,10,0.994,2.547,1.133,-62
352403,0,1,10,10,1.002,2.798,1.215,-60
352671,0,1,10,10,0.995,1.152,0.826,-65
352940,0,1,10,10,1.006,1.550,0.908,-58
353209,0,1,10,10,1.004,1.939,0.988,-54
353478,0,1,10,10,0.996,2.289,1.066,-58
353747,0,1,10,10,0.996,2.583,1.146,-62
354016,0,1,10,10,1.001,2.842,1.228,-60
354284,0,1,10,10,0.999,1.203,0.839,-61
354553,0,1,10,10,1.004,1.619,0.919,-56
354822,0,1,10,10,1.002,1.996,0.999,-54
355091,0,1,10,10,0.996,2.336,1.078,-58
355360,0,1,10,10,0.994,2.634,1.159,-64
355629,0,1,10,10,1.006,2.870,1.241,-58
355897,0,1,10,10,0.999,1.281,0.851,-59
356166,0,1,10,10,1.005,1.672,0.931,-53
356435,0,1,10,10,1.000,2.055,1.010,-54
356704,0,1,10,10,0.994,2.389,1.090,-60
356973,0,1,10,10,0.997,2.670,1.172,-64
357242,0,1,10,10,1.006,2.910,1.255,-57
357510,0,1,10,10,1.002,1.332,0.864,-54
357779,0,1,10,10,1.002,1.743,0.942,-52
358048,0,1,10,10,0.999,2.104,1.021,-54
358317,0,1,10,10,0.994,2.435,1.102,-60
358586,0,1,10,10,0.997,2.713,1.184,-64
358855,0,1,10,10,1.010,2.939,1.267,-54
359123,0,1,10,10,1.001,1.407,0.876,-52
359392,0,1,10,10,1.002,1.792,0.953,-50
359661,0,1,10,10,0.995,2.165,1.033,-55
359930,0,1,10,10,0.994,2.480,1.114,-62
360199,0,1,10,10,0.998,2.751,1.197,-63
360467,0,1,10,10,0.992,1.061,0.809,-72
360736,0,1,10,10,1.008,1.461,0.892,-64
361005,0,1,10,10,1.006,1.863,0.973,-57
361274,0,1,10,10,1.001,2.210,1.050,-56
361543,0,1,10,10,0.994,2.529,1.129,-62
361812,0,1,10,10,1.000,2.788,1.210,-62
362080,0,1,10,10,0.995,1.123,0.822,-67
362349,0,1,10,10,1.005,1.534,0.903,-62
362618,0,1,10,10,1.007,1.911,0.984,-55
362887,0,1,10,10,0.997,2.271,1.061,-58
363156,0,1,10,10,0.995,2.569,1.141,-63
363425,0,1,10,10,1.001,2.827,1.224,-62
363693,0,1,10,10,0.997,1.190,0.834,-65
363962,0,1,10,10,1.007,1.588,0.915,-58
364231,0,1,10,10,1.002,1.979,0.995,-56
364500,0,1,10,10,0.998,2.313,1.073,-58
364769,0,1,10,10,0.994,2.617,1.154,-64
365038,0,1,10,10,1.004,2.859,1.236,-60
365306,0,1,10,10,0.999,1.252,0.847,-61
365575,0,1,10,10,1.004,1.657,0.926,-57
365844,0,1,10,10,1.002,2.028,1.006,-55
366113,0,1,10,10,0.994,2.373,1.085,-61
366382,0,1,10,10,0.997,2.652,1.167,-64
366651,0,1,10,10,1.006,2.896,1.250,-58
366919,0,1,10,10,1.001,1.314,0.859,-57
367188,0,1,10,10,1.003,1.717,0.938,-54
367457,0,1,10,10,0.998,2.090,1.017,-56
367726,0,1,10,10,0.996,2.412,1.098,-61
367995,0,1,10,10,0.996,2.700,1.180,-65
368264,0,1,10,10,1.009,2.925,1.262,-55
368532,0,1,10,10,1.001,1.383,0.871,-54
368801,0,1,10,10,1.001,1.776,0.949,-53
369070,0,1,10,10,0.998,2.140,1.029,-55
369339,0,1,10,10,0.993,2.467,1.110,-63
369608,0,1,10,10,0.998,2.735,1.193,-65
369876,0,1,10,10,0.991,1.041,0.805,-75
370145,0,1,10,10,1.008,1.437,0.888,-66
370414,0,1,10,10,1.008,1.838,0.969,-58
370683,0,1,10,10,1.000,2.197,1.045,-58
370952,0,1,10,10,0.996,2.508,1.124,-63
371221,0,1,10,10,0.999,2.777,1.206,-64
371489,0,1,10,10,0.995,1.091,0.817,-69
371758,0,1,10,10,1.005,1.511,0.899,-64
372027,0,1,10,10,1.006,1.893,0.979,-57
372296,0,1,10,10,0.998,2.249,1.057,-58
372565,0,1,10,10,0.994,2.557,1.136,-65
372834,0,1,10,10,1.002,2.809,1.219,-62
373102,0,1,10,10,0.996,1.169,0.830,-67
373371,0,1,10,10,1.007,1.563,0.911,-60
373640,0,1,10,10,1.003,1.957,0.991,-56
373909,0,1,10,10,0.997,2.300,1.069,-60
374178,0,1,10,10,0.996,2.597,1.149,-65
374447,0,1,10,10,1.002,2.850,1.232,-62
374715,0,1,10,10,1.000,1.222,0.842,-63
374984,0,1,10,10,1.004,1.636,0.922,-58
375253,0,1,10,10,1.003,2.004,1.002,-55
375522,0,1,10,10,0.995,2.352,1.081,-61
375791,0,1,10,10,0.995,2.642,1.162,-66
376060,0,1,10,10,1.005,2.881,1.245,-60
376328,0,1,10,10,1.000,1.295,0.854,-60
376597,0,1,10,10,1.005,1.686,0.934,-55
376866,0,1,10,10,0.998,2.071,1.013,-57
377135,0,1,10,10,0.995,2.395,1.093,-62
377404,0,1,10,10,0.996,2.683,1.175,-66
377673,0,1,10,10,1.008,2.915,1.257,-58
377941,0,1,10,10,1.002,1.353,0.867,-56
378210,0,1,10,10,1.001,1.759,0.945,-55
378479,0,1,10,10,0.999,2.115,1.025,-56
378748,0,1,10,10,0.992,2.451,1.105,-64
379017,0,1,10,10,0.998,2.719,1.188,-66
379286,0,1,10,10,1.010,2.949,1.271,-55
379554,0,1,10,10,1.001,1.424,0.878,-54
379823,0,1,10,10,1.002,1.809,0.956,-52
380092,0,1,10,10,0.995,2.180,1.036,-58
380361,0,1,10,10,0.995,2.489,1.118,-64
380630,0,1,10,10,0.998,2.763,1.201,-66
380898,0,1,10,10,0.993,1.075,0.813,-73
381167,0,1,10,10,1.007,1.481,0.895,-66
381436,0,1,10,10,1.006,1.878,0.976,-59
381705,0,1,10,10,1.001,2.223,1.053,-59
381974,0,1,10,10,0.994,2.542,1.132,-65
382243,0,1,10,10,1.001,2.795,1.214,-64
382511,0,1,10,10,0.995,1.142,0.825,-69
382780,0,1,10,10,1.006,1.547,0.906,-63
383049,0,1,10,10,1.005,1.930,0.987,-58
383318,0,1,10,10,0.997,2.284,1.064,-61
383587,0,1,10,10,0.996,2.578,1.145,-65
383856,0,1,10,10,1.002,2.836,1.227,-63
384124,0,1,10,10,0.999,1.199,0.837,-65
384393,0,1,10,10,1.005,1.610,0.918,-60
384662,0,1,10,10,1.002,1.992,0.997,-58
384931,0,1,10,10,0.997,2.328,1.076,-62
385200,0,1,10,10,0.995,2.628,1.157,-67
385469,0,1,10,10,1.006,2.866,1.240,-61
385737,0,1,10,10,0.999,1.273,0.850,-63
386006,0,1,10,10,1.004,1.668,0.929,-58
386275,0,1,10,10,1.000,2.046,1.009,-58
386544,0,1,10,10,0.994,2.383,1.088,-64
386813,0,1,10,10,0.997,2.666,1.170,-67
387082,0,1,10,10,1.005,2.908,1.253,-62
387350,0,1,10,10,1.003,1.324,0.862,-59
387619,0,1,10,10,1.002,1.735,0.941,-56
387888,0,1,10,10,0.998,2.101,1.020,-58
388157,0,1,10,10,0.994,2.428,1.101,-64
388426,0,1,10,10,0.996,2.710,1.183,-68
388695,0,1,10,10,1.011,2.931,1.266,-56
388963,0,1,10,10,1.000,1.402,0.874,-56
389232,0,1,10,10,1.002,1.786,0.952,-54
389501,0,1,10,10,0.996,2.158,1.032,-58
389770,0,1,10,10,0.993,2.476,1.113,-66
390039,0,1,10,10,0.998,2.746,1.196,-67
390307,0,1,10,10,0.991,1.057,0.808,-76
390576,0,1,10,10,1.008,1.453,0.891,-68
390845,0,1,10,10,1.007,1.855,0.972,-60
391114,0,1,10,10,1.000,2.207,1.048,-60
391383,0,1,10,10,0.995,2.523,1.127,-66
391652,0,1,10,10,0.999,2.786,1.209,-66
391920,0,1,10,10,0.995,1.112,0.820,-71
392189,0,1,10,10,1.005,1.528,0.902,-66
392458,0,1,10,10,1.007,1.903,0.983,-58
392727,0,1,10,10,0.997,2.264,1.060,-61
392996,0,1,10,10,0.994,2.567,1.139,-67
393265,0,1,10,10,1.001,2.821,1.222,-65
393533,0,1,10,10,0.997,1.182,0.833,-69
393802,0,1,10,10,1.007,1.580,0.914,-62
394071,0,1,10,10,1.002,1.973,0.994,-59
394340,0,1,10,10,0.998,2.307,1.072,-61
394609,0,1,10,10,0.994,2.611,1.152,-67
394878,0,1,10,10,1.004,2.855,1.235,-63
395146,0,1,10,10,0.999,1.244,0.845,-64
395415,0,1,10,10,1.003,1.652,0.925,-61
395684,0,1,10,10,1.003,2.019,1.005,-58
395953,0,1,10,10,0.994,2.368,1.084,-64
396222,0,1,10,10,0.997,2.647,1.165,-67
396491,0,1,10,10,1.005,2.894,1.248,-62
396759,0,1,10,10,1.000,1.310,0.857,-62
397028,0,1,10,10,1.004,1.706,0.937,-58
397297,0,1,10,10,0.998,2.084,1.016,-60
397566,0,1,10,10,0.996,2.407,1.096,-64
397835,0,1,10,10,0.996,2.695,1.178,-69
398104,0,1,10,10,1.009,2.922,1.261,-59
398372,0,1,10,10,1.001,1.373,0.870,-58
398641,0,1,10,10,1.001,1.773,0.948,-57
398910,0,1,10,10,0.998,2.132,1.028,-59
399179,0,1,10,10,0.993,2.462,1.108,-67
399448,0,1,10,10,0.999,2.727,1.191,-68
399717,0,1,10,10,1.011,2.956,1.274,-56
399985,0,1,10,10,1.002,1.435,0.881,-54
400254,0,1,10,10,1.000,1.829,0.959,-55
400523,0,1,10,10,0.994,2.192,1.039,-61
400792,0,1,10,10,0.994,2.501,1.121,-67
401061,0,1,10,10,0.999,2.772,1.204,-68
401329,0,1,10,10,0.995,1.085,0.816,-73
401598,0,1,10,10,1.006,1.503,0.898,-68
401867,0,1,10,10,1.006,1.888,0.978,-61
402136,0,1,10,10,0.999,2.241,1.056,-62
402405,0,1,10,10,0.994,2.552,1.135,-68
402674,0,1,10,10,1.002,2.804,1.217,-66
402942,0,1,10,10,0.995,1.161,0.828,-71
403211,0,1,10,10,1.007,1.556,0.909,-64
403480,0,1,10,10,1.003,1.949,0.989,-60
403749,0,1,10,10,0.997,2.294,1.067,-63
404018,0,1,10,10,0.995,2.593,1.148,-69
404287,0,1,10,10,1.002,2.847,1.230,-67
404555,0,1,10,10,1.000,1.212,0.841,-67
404824,0,1,10,10,1.004,1.630,0.921,-62
405093,0,1,10,10,1.002,2.002,1.000,-60
405362,0,1,10,10,0.996,2.344,1.079,-64
405631,0,1,10,10,0.995,2.638,1.160,-70
405900,0,1,10,10,1.006,2.874,1.243,-63
406168,0,1,10,10,0.999,1.291,0.853,-64
406437,0,1,10,10,1.005,1.679,0.932,-59
406706,0,1,10,10,0.999,2.064,1.012,-60
406975,0,1,10,10,0.995,2.391,1.091,-65
407244,0,1,10,10,0.996,2.678,1.173,-70
407513,0,1,10,10,1.007,2.914,1.256,-62
407781,0,1,10,10,1.002,1.343,0.865,-60
408050,0,1,10,10,1.001,1.752,0.944,-59
408319,0,1,10,10,0.999,2.111,1.023,-60
408588,0,1,10,10,0.993,2.443,1.104,-67
408857,0,1,10,10,0.997,2.717,1.186,-70
409126,0,1,10,10,1.010,2.944,1.269,-59
409394,0,1,10,10,1.001,1.416,0.877,-58
409663,0,1,10,10,1.002,1.801,0.955,-56
409932,0,1,10,10,0.995,2.174,1.035,-61
410201,0,1,10,10,0.994,2.486,1.116,-68
410470,0,1,10,10,0.998,2.758,1.199,-70
410738,0,1,10,10,0.993,1.069,0.811,-78
411007,0,1,10,10,1.007,1.473,0.894,-70
411276,0,1,10,10,1.006,1.871,0.975,-63
411545,0,1,10,10,1.001,2.216,1.052,-62
411814,0,1,10,10,0.994,2.536,1.130,-68
412083,0,1,10,10,1.001,2.791,1.212,-67
412351,0,1,10,10,0.995,1.134,0.823,-73
412620,0,1,10,10,1.005,1.542,0.905,-67
412889,0,1,10,10,1.006,1.921,0.985,-61
413158,0,1,10,10,0.997,2.278,1.063,-65
413427,0,1,10,10,0.996,2.572,1.143,-68
413696,0,1,10,10,1.001,2.833,1.225,-67
413964,0,1,10,10,0.998,1.195,0.836,-70
414233,0,1,10,10,1.005,1.601,0.917,-64
414502,0,1,10,10,1.002,1.986,0.996,-62
414771,0,1,10,10,0.998,2.321,1.075,-64
415040,0,1,10,10,0.994,2.624,1.156,-71
415309,0,1,10,10,1.005,2.863,1.238,-65
415577,0,1,10,10,0.999,1.263,0.848,-66
415846,0,1,10,10,1.004,1.663,0.928,-62
416115,0,1,10,10,1.001,2.038,1.008,-61
416384,0,1,10,10,0.994,2.378,1.087,-67
416653,0,1,10,10,0.997,2.658,1.169,-70
416922,0,1,10,10,1.006,2.900,1.251,-64
417190,0,1,10,10,1.001,1.320,0.860,-62
417459,0,1,10,10,1.002,1.727,0.939,-60
417728,0,1,10,10,0.998,2.096,1.019,-62
417997,0,1,10,10,0.995,2.420,1.099,-67
418266,0,1,10,10,0.996,2.704,1.181,-71
418535,0,1,10,10,1.010,2.929,1.264,-61
418803,0,1,10,10,1.000,1.394,0.873,-60
419072,0,1,10,10,1.002,1.782,0.951,-58
419341,0,1,10,10,0.997,2.150,1.030,-62
419610,0,1,10,10,0.993,2.472,1.111,-69
419879,0,1,10,10,0.999,2.739,1.195,-70
420147,0,1,10,10,0.991,1.050,0.806,-80
420416,0,1,10,10,1.008,1.444,0.889,-71
420685,0,1,10,10,1.007,1.849,0.970,-64
420954,0,1,10,10,1.000,2.202,1.047,-64
421223,0,1,10,10,0.995,2.516,1.126,-69
421492,0,1,10,10,0.999,2.783,1.207,-70
421760,0,1,10,10,0.996,1.101,0.819,-75
422029,0,1,10,10,1.005,1.521,0.901,-70
422298,0,1,10,10,1.007,1.897,0.981,-62
422567,0,1,10,10,0.998,2.258,1.059,-65
422836,0,1,10,10,0.994,2.563,1.138,-71
423105,0,1,10,10,1.002,2.814,1.221,-69
423373,0,1,10,10,0.996,1.177,0.831,-73
423642,0,1,10,10,1.007,1.571,0.912,-65
423911,0,1,10,10,1.002,1.966,0.992,-63
424180,0,1,10,10,0.998,2.302,1.070,-65
424449,0,1,10,10,0.995,2.605,1.151,-71
424718,0,1,10,10,1.002,2.856,1.233,-68
424986,0,1,10,10,0.999,1.234,0.844,-69
425255,0,1,10,10,1.004,1.645,0.924,-65
425524,0,1,10,10,1.003,2.012,1.004,-61
425793,0,1,10,10,0.995,2.359,1.082,-67
426062,0,1,10,10,0.996,2.645,1.163,-71
426331,0,1,10,10,1.005,2.888,1.246,-66
426599,0,1,10,10,1.000,1.303,0.856,-66
426868,0,1,10,10,1.005,1.697,0.935,-61
427137,0,1,10,10,0.998,2.079,1.015,-63
427406,0,1,10,10,0.996,2.399,1.095,-67
427675,0,1,10,10,0.996,2.690,1.177,-72
427944,0,1,10,10,1.008,2.918,1.259,-63
428212,0,1,10,10,1.001,1.364,0.868,-62
428481,0,1,10,10,1.001,1.767,0.946,-61
428750,0,1,10,10,0.999,2.123,1.026,-62
429019,0,1,10,10,0.993,2.456,1.107,-70
429288,0,1,10,10,0.999,2.722,1.189,-71
429557,0,1,10,10,1.010,2.954,1.272,-60
429825,0,1,10,10,1.001,1.429,0.880,-59
430094,0,1,10,10,1.000,1.820,0.957,-59
430363,0,1,10,10,0.995,2.187,1.038,-64
430632,0,1,10,10,0.995,2.494,1.119,-70
430901,0,1,10,10,0.998,2.769,1.202,-72
